Taxon	IBD.15.A	IBD.60	IBD.48	IBD.29.A	IBD.30	neg.05	IBD.2	neg.11	neg.17	neg.23	IBD.32.B	neg.18	neg.20	IBD.68	neg.24	IBD.50.A	neg.07	neg.08	IBD.1.B	neg.01	IBD.36	IBD.50	IBD.45.B	IBD.45.A	IBD.70	IBD.1.A	IBD.32.A	IBD.6.A	neg.26	neg.14	neg.16	neg.19	IBD.31	IBD.16.A	IBD.51.A	IBD.50.B	IBD.6.B	IBD.2.B	IBD.2.A	neg.04	IBD.43	IBD.28.B	neg.12	IBD.46	IBD.73	neg.02	IBD.16.B	IBD.51.B	neg.06	IBD.34	neg.25	neg.10	neg.15	neg.27	IBD.10	neg.03	neg.13	IBD.61	neg.22	IBD.43.B	IBD.38	IBD.9	neg.09	IBD.43.A	IBD.15.B	IBD.3	IBD.29.B	neg.21	IBD.40	IBD.42.B	IBD.42.A	IBD.8.A	IBD.4	IBD.58	IBD.20	IBD.22	IBD.37	IBD.8.B	IBD.28.A	IBD.8	IBD.51	IBD.6	IBD.18	IBD.48.B	IBD.48.A	IBD.33	IBD.29	neg.29	neg.30	neg.28
k__Archaea;p__Euryarchaeota;c__DSEG;o__DHVE3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000369276218612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000265886732252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.8097964937e-05	0.0	0.0	0.0	0.00100452034154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0151057401813	0.000380083618396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021510002151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010055304173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;Other;Other;Other	0.00129244507108	0.0	0.0	0.000140567894293	0.00108577633008	0.00105247331228	0.00321371183717	0.00132391879965	0.00129421915444	0.000702370500439	0.000457456541629	0.000301477238468	0.000490998363339	0.00236966824645	0.000284819139846	0.0	0.00026413100898	0.000403307118371	0.000440489824685	0.0	0.0052405907575	0.00470746469401	0.000502260170768	0.00104058272633	0.0	0.0	0.0016398819285	0.00119928043174	0.001755001755	0.000615258408532	0.000780031201248	0.000544365813827	0.000977995110024	0.00126742712294	0.00064530006453	0.000582750582751	0.000629855133319	0.00070821529745	0.000273000273	0.0	0.00164654226125	0.00139227288549	0.0	0.0021023125438	0.000514933058702	0.000725689404935	0.0	0.000264340470526	0.000225225225225	0.00306560392397	0.000693240901213	0.000258866166192	0.0021645021645	0.00145454545455	0.000712250712251	0.000265886732252	0.000801121570198	0.00259875259875	0.000636672325976	0.000502765208648	0.000819672131148	0.0	0.000313087038197	0.0	0.00114025085519	0.00222469410456	0.000239062873536	0.000778816199377	0.00271923861319	0.000914494741655	0.0	0.0	0.000961538461538	0.00282087447109	0.0	0.00837988826816	0.00154241645244	0.000772002058672	0.0	0.0	0.00504095778198	0.0	0.0	0.0	0.000575043128235	0.0027266530334	0.00560224089636	0.000267737617135	0.000155303618574	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000476417341591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000488997555012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000514933058702	0.0	0.0	0.0	0.0	0.0	0.000173310225303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000220653133274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000572409845449	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.0	0.00448095593727	0.000724112961622	0.000281135788586	0.00108577633008	0.000300706660653	0.000535618639529	0.0	0.0	0.0	0.00137236962489	0.0	0.0	0.0	0.0	0.000434499239626	0.000528262017961	0.0	0.000176195929874	0.000652315720809	0.000952834683182	0.0	0.0	0.000520291363163	0.00113122171946	0.000993048659384	0.0	0.000399760143914	0.000526500526501	0.0	0.000260010400416	0.000544365813827	0.000977995110024	0.0	0.00021510002151	0.000582750582751	0.000419903422213	0.0	0.0	0.0	0.0	0.0	0.000146627565982	0.000700770847933	0.000514933058702	0.000725689404935	0.0	0.0	0.00427927927928	0.000613120784795	0.0	0.0	0.000618429189858	0.000727272727273	0.0	0.00106354692901	0.000801121570198	0.0	0.000212224108659	0.00251382604324	0.000819672131148	0.00100401606426	0.0	0.000377643504532	0.000380083618396	0.00111234705228	0.00143437724121	0.0	0.000679809653297	0.000914494741655	0.00292642140468	0.000342817963661	0.0	0.0	0.0	0.00186219739292	0.00822622107969	0.000514668039115	0.0	0.0	0.000630119722747	0.000838926174497	0.00572409845449	0.00494233937397	0.00287521564117	0.0	0.00093370681606	0.00133868808568	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00058651026393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014245014245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.0	0.0	0.0	0.0	0.0	0.000150353330326	0.0117836100696	0.000661959399823	0.00150992234685	0.000351185250219	0.0	0.000301477238468	0.000490998363339	0.00118483412322	0.000142409569923	0.000651748859439	0.00290544109878	0.000201653559185	0.000352391859748	0.0	0.00142925202477	0.00336247478144	0.0	0.0	0.0226244343891	0.000331016219795	0.0	0.0	0.0	0.00123051681706	0.00260010400416	0.00272182906913	0.0122249388753	0.000253485424588	0.00021510002151	0.000582750582751	0.0	0.00318696883853	0.003822003822	0.0	0.0	0.0	0.00278592375367	0.00140154169587	0.0010298661174	0.0	0.000431872165839	0.0	0.00585585585586	0.00245248313918	0.000346620450607	0.000517732332384	0.0	0.00109090909091	0.0106837606838	0.0	0.0	0.0	0.000848896434635	0.0	0.00327868852459	0.0	0.0	0.000377643504532	0.0	0.0155728587319	0.000956251494143	0.0	0.0135961930659	0.00137174211248	0.00459866220736	0.0	0.00817307692308	0.00141043723554	0.0114547537228	0.0	0.0	0.000257334019557	0.0	0.00182260024301	0.00441083805923	0.000838926174497	0.0	0.0	0.0	0.0068166325835	0.00280112044818	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__OPB41;o__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020028039255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115008625647	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000514933058702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;Other;Other	0.0	0.000746825989544	0.000724112961622	0.0	0.0	0.00165388663359	0.000535618639529	0.0	0.000431406384814	0.000702370500439	0.0	0.000301477238468	0.0	0.0	0.000996866989462	0.0	0.0	0.0	8.8097964937e-05	0.00260926288324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000351000351	0.0	0.000520020800832	0.0	0.0	0.0	0.00043020004302	0.0	0.000209951711106	0.0	0.0	0.0	0.00164654226125	0.0	0.000146627565982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000258866166192	0.0	0.0	0.0	0.000265886732252	0.0	0.000519750519751	0.0	0.000502765208648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000342817963661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000607533414338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.0610974033604	0.0141896938013	0.0231716147719	0.195529940961	0.0103148751357	0.720342805593	0.0149973219068	0.0692850838482	0.206643658326	0.499209833187	0.399359560842	0.473922218872	0.607201309329	0.300947867299	0.613215608089	0.258527047578	0.259904912837	0.743899979835	0.438815963351	0.4357469015	0.0433539780848	0.0376597175521	0.298342541436	0.279916753382	0.159502262443	0.538563389606	0.445391931781	0.462522486508	0.512285012285	0.16201804758	0.666666666667	0.553620032662	0.365770171149	0.429657794677	0.67950096795	0.265734265734	0.424732311568	0.510092067989	0.381108381108	0.0756895445799	0.238199780461	0.589279498782	0.0982404692082	0.316047652418	0.048403707518	0.0486211901306	0.472468149428	0.655564366905	0.61036036036	0.340282035561	0.692201039861	0.631374579342	0.28354978355	0.266909090909	0.00498575498575	0.29274129221	0.286200680953	0.244802494802	0.318123938879	0.144293614882	0.0770491803279	0.770080321285	0.452097683156	0.321752265861	0.146332193082	0.0478309232481	0.577575902462	0.403816199377	0.263766145479	0.589849108368	0.753762541806	0.625299965718	0.0552884615385	0.0479548660085	0.0950744558992	0.0754189944134	0.00205655526992	0.623520329388	0.60376661743	0.777642770352	0.115942028986	0.0209731543624	0.0246136233543	0.00164744645799	0.0	0.0068166325835	0.27731092437	0.000401606425703	0.000776518092872	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	0.0	0.000746825989544	0.0	0.0	0.0	0.00105247331228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000142409569923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000260010400416	0.0	0.0	0.0	0.0	0.0	0.0	0.000354107648725	0.000273000273	0.0	0.000548847420417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000225225225225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000212224108659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
